  TimeWindow  Iteration  ResAbsOrRel(Solid-Mesh:Displacement)  ResRel(Solid-Mesh:Force)
   255       3   0.00000000e+00   5.16124636e-07
   256       1   0.00000000e+00   1.39342292e-01
   256       2   0.00000000e+00   1.41131581e-01
   256       3   0.00000000e+00   1.84117798e-06
   257       1   0.00000000e+00   1.40547481e-01
   257       2   0.00000000e+00   1.42389123e-01
   257       3   0.00000000e+00   8.31366149e-06
   258       1   0.00000000e+00   1.41737127e-01
   258       2   0.00000000e+00   1.43616515e-01
   258       3   0.00000000e+00   2.23822664e-07
   259       1   0.00000000e+00   1.42890328e-01
   259       2   0.00000000e+00   1.44821721e-01
   259       3   0.00000000e+00   1.62461551e-06
   260       1   0.00000000e+00   1.44028049e-01
   260       2   0.00000000e+00   1.45997587e-01
   260       3   0.00000000e+00   7.82252950e-07
   261       1   0.00000000e+00   1.45100730e-01
   261       2   0.00000000e+00   1.47123377e-01
   261       3   0.00000000e+00   3.59747156e-06
   262       1   0.00000000e+00   1.46163546e-01
   262       2   0.00000000e+00   1.48213773e-01
   262       3   0.00000000e+00   2.93663040e-06
   263       1   0.00000000e+00   1.47176501e-01
   263       2   0.00000000e+00   1.49287598e-01
   263       3   0.00000000e+00   2.36823133e-06
   264       1   0.00000000e+00   1.48188005e-01
   264       2   0.00000000e+00   1.50324571e-01
   264       3   0.00000000e+00   3.88838369e-06
   265       1   0.00000000e+00   1.49150840e-01
   265       2   0.00000000e+00   1.51338201e-01
   265       3   0.00000000e+00   2.62507709e-07
   266       1   0.00000000e+00   1.50062488e-01
   266       2   0.00000000e+00   1.52288853e-01
   266       3   0.00000000e+00   3.34238065e-06
   267       1   0.00000000e+00   1.50959675e-01
   267       2   0.00000000e+00   1.53213448e-01
   267       3   0.00000000e+00   1.59847066e-06
   268       1   0.00000000e+00   1.51809532e-01
   268       2   0.00000000e+00   1.54118685e-01
   268       3   0.00000000e+00   3.42454908e-06
   269       1   0.00000000e+00   1.52675765e-01
   269       2   0.00000000e+00   1.54997302e-01
   269       3   0.00000000e+00   1.70206984e-06
   270       1   0.00000000e+00   1.53472099e-01
   270       2   0.00000000e+00   1.55857863e-01
   270       3   0.00000000e+00   1.05935577e-06
   271       1   0.00000000e+00   1.54276322e-01
   271       2   0.00000000e+00   1.56672441e-01
   271       3   0.00000000e+00   3.51308792e-07
   272       1   0.00000000e+00   1.55011533e-01
   272       2   0.00000000e+00   1.57460548e-01
   272       3   0.00000000e+00   3.71738965e-07
   273       1   0.00000000e+00   1.55746229e-01
   273       2   0.00000000e+00   1.58216439e-01
   273       3   0.00000000e+00   9.03537762e-07
   274       1   0.00000000e+00   1.56428865e-01
   274       2   0.00000000e+00   1.58937638e-01
   274       3   0.00000000e+00   5.12666624e-07
   275       1   0.00000000e+00   1.57087281e-01
   275       2   0.00000000e+00   1.59624428e-01
   275       3   0.00000000e+00   1.15145730e-06
   276       1   0.00000000e+00   1.57711613e-01
   276       2   0.00000000e+00   1.60276061e-01
   276       3   0.00000000e+00   1.63747183e-06
   277       1   0.00000000e+00   1.58301444e-01
   277       2   0.00000000e+00   1.60899655e-01
   277       3   0.00000000e+00   4.25782212e-07
   278       1   0.00000000e+00   1.58845780e-01
   278       2   0.00000000e+00   1.61467473e-01
   278       3   0.00000000e+00   2.33052362e-06
   279       1   0.00000000e+00   1.59356453e-01
   279       2   0.00000000e+00   1.62000352e-01
   279       3   0.00000000e+00   1.35889355e-06
   280       1   0.00000000e+00   1.59830318e-01
   280       2   0.00000000e+00   1.62502298e-01
   280       3   0.00000000e+00   1.89279785e-06
   281       1   0.00000000e+00   1.60280393e-01
   281       2   0.00000000e+00   1.62968418e-01
   281       3   0.00000000e+00   3.26739455e-06
   282       1   0.00000000e+00   1.60692004e-01
   282       2   0.00000000e+00   1.63404843e-01
   282       3   0.00000000e+00   2.67478486e-06
   283       1   0.00000000e+00   1.61077513e-01
   283       2   0.00000000e+00   1.63804799e-01
   283       3   0.00000000e+00   7.20765956e-07
   284       1   0.00000000e+00   1.61420174e-01
   284       2   0.00000000e+00   1.64166882e-01
   284       3   0.00000000e+00   1.01244314e-06
   285       1   0.00000000e+00   1.61733436e-01
   285       2   0.00000000e+00   1.64491983e-01
   285       3   0.00000000e+00   7.86804706e-07
   286       1   0.00000000e+00   1.62007258e-01
   286       2   0.00000000e+00   1.64781733e-01
   286       3   0.00000000e+00   7.06538224e-07
   287       1   0.00000000e+00   1.62249812e-01
   287       2   0.00000000e+00   1.65036183e-01
   287       3   0.00000000e+00   3.48145541e-07
   288       1   0.00000000e+00   1.62460652e-01
   288       2   0.00000000e+00   1.65256182e-01
   288       3   0.00000000e+00   9.46619200e-07
   289       1   0.00000000e+00   1.62625861e-01
   289       2   0.00000000e+00   1.65434791e-01
   289       3   0.00000000e+00   7.17053503e-07
   290       1   0.00000000e+00   1.62760157e-01
   290       2   0.00000000e+00   1.65567948e-01
   290       3   0.00000000e+00   1.46906125e-06
   291       1   0.00000000e+00   1.62838404e-01
   291       2   0.00000000e+00   1.65664167e-01
   291       3   0.00000000e+00   1.57573599e-06
   292       1   0.00000000e+00   1.62902543e-01
   292       2   0.00000000e+00   1.65714491e-01
   292       3   0.00000000e+00   7.47929687e-06
   293       1   0.00000000e+00   1.62901879e-01
   293       2   0.00000000e+00   1.65732216e-01
   293       3   0.00000000e+00   7.79385136e-07
   294       1   0.00000000e+00   1.62891162e-01
   294       2   0.00000000e+00   1.65703118e-01
   294       3   0.00000000e+00   7.42310424e-07
   295       1   0.00000000e+00   1.62818513e-01
   295       2   0.00000000e+00   1.65639980e-01
   295       3   0.00000000e+00   2.20841097e-06
   296       1   0.00000000e+00   1.62723576e-01
   296       2   0.00000000e+00   1.65532950e-01
   296       3   0.00000000e+00   2.11969882e-06
   297       1   0.00000000e+00   1.62578673e-01
   297       2   0.00000000e+00   1.65384679e-01
   297       3   0.00000000e+00   2.68857767e-06
   298       1   0.00000000e+00   1.62397691e-01
   298       2   0.00000000e+00   1.65195295e-01
   298       3   0.00000000e+00   4.61967977e-07
   299       1   0.00000000e+00   1.62168802e-01
   299       2   0.00000000e+00   1.64953409e-01
   299       3   0.00000000e+00   8.31028786e-07
   300       1   0.00000000e+00   1.61912017e-01
   300       2   0.00000000e+00   1.64683056e-01
   300       3   0.00000000e+00   3.19778020e-06
   301       1   0.00000000e+00   1.61613346e-01
   301       2   0.00000000e+00   1.64376703e-01
   301       3   0.00000000e+00   3.96491011e-06
   302       1   0.00000000e+00   1.61275773e-01
   302       2   0.00000000e+00   1.64015718e-01
   302       3   0.00000000e+00   2.22667211e-06
   303       1   0.00000000e+00   1.60900543e-01
   303       2   0.00000000e+00   1.63623422e-01
   303       3   0.00000000e+00   6.44016051e-06
   304       1   0.00000000e+00   1.60481002e-01
   304       2   0.00000000e+00   1.63187580e-01
   304       3   0.00000000e+00   3.21731479e-06
   305       1   0.00000000e+00   1.60020470e-01
   305       2   0.00000000e+00   1.62700674e-01
   305       3   0.00000000e+00   1.10967854e-06
   306       1   0.00000000e+00   1.59518179e-01
   306       2   0.00000000e+00   1.62177877e-01
   306       3   0.00000000e+00   1.38657255e-06
   307       1   0.00000000e+00   1.58980442e-01
   307       2   0.00000000e+00   1.61614804e-01
   307       3   0.00000000e+00   1.01722010e-06
   308       1   0.00000000e+00   1.58403510e-01
   308       2   0.00000000e+00   1.61011034e-01
   308       3   0.00000000e+00   1.53706941e-06
   309       1   0.00000000e+00   1.57789819e-01
   309       2   0.00000000e+00   1.60368686e-01
   309       3   0.00000000e+00   2.90528161e-06
   310       1   0.00000000e+00   1.57138099e-01
   310       2   0.00000000e+00   1.59687857e-01
   310       3   0.00000000e+00   1.35284446e-06
   311       1   0.00000000e+00   1.56452906e-01
   311       2   0.00000000e+00   1.58969022e-01
   311       3   0.00000000e+00   7.24741867e-07
   312       1   0.00000000e+00   1.55723471e-01
   312       2   0.00000000e+00   1.58210278e-01
   312       3   0.00000000e+00   9.76649565e-07
   313       1   0.00000000e+00   1.54962420e-01
   313       2   0.00000000e+00   1.57409480e-01
   313       3   0.00000000e+00   8.52015002e-07
   314       1   0.00000000e+00   1.54155357e-01
   314       2   0.00000000e+00   1.56572866e-01
   314       3   0.00000000e+00   5.22840179e-07
   315       1   0.00000000e+00   1.53319290e-01
   315       2   0.00000000e+00   1.55693869e-01
   315       3   0.00000000e+00   4.18114999e-07
   316       1   0.00000000e+00   1.52436603e-01
   316       2   0.00000000e+00   1.54776447e-01
   316       3   0.00000000e+00   3.90300184e-07
   317       1   0.00000000e+00   1.51526743e-01
   317       2   0.00000000e+00   1.53823005e-01
   317       3   0.00000000e+00   1.22216991e-06
   318       1   0.00000000e+00   1.50574532e-01
   318       2   0.00000000e+00   1.52834911e-01
   318       3   0.00000000e+00   5.61720333e-07
   319       1   0.00000000e+00   1.49592559e-01
   319       2   0.00000000e+00   1.51808067e-01
   319       3   0.00000000e+00   2.59017842e-07
   320       1   0.00000000e+00   1.48554331e-01
   320       2   0.00000000e+00   1.50727119e-01
   320       3   0.00000000e+00   4.39752949e-06
   321       1   0.00000000e+00   1.47486031e-01
   321       2   0.00000000e+00   1.49614868e-01
   321       3   0.00000000e+00   1.21066904e-06
   322       1   0.00000000e+00   1.46390628e-01
   322       2   0.00000000e+00   1.48472795e-01
   322       3   0.00000000e+00   5.63527220e-06
   322       4   0.00000000e+00   1.21903325e-05
   323       1   0.00000000e+00   1.45263729e-01
   323       2   0.00000000e+00   1.47309107e-01
   323       3   0.00000000e+00   2.63871524e-06
   324       1   0.00000000e+00   1.44107873e-01
   324       2   0.00000000e+00   1.46100685e-01
   324       3   0.00000000e+00   8.01443035e-07
   325       1   0.00000000e+00   1.42912319e-01
   325       2   0.00000000e+00   1.44863331e-01
   325       3   0.00000000e+00   1.04020780e-06
   326       1   0.00000000e+00   1.41692031e-01
   326       2   0.00000000e+00   1.43591792e-01
   326       3   0.00000000e+00   5.52572507e-07
   327       1   0.00000000e+00   1.40428004e-01
   327       2   0.00000000e+00   1.42283427e-01
   327       3   0.00000000e+00   5.92824154e-07
   328       1   0.00000000e+00   1.39136888e-01
   328       2   0.00000000e+00   1.40940427e-01
   328       3   0.00000000e+00   5.19807672e-08
   329       1   0.00000000e+00   1.37826514e-01
   329       2   0.00000000e+00   1.39582565e-01
   329       3   0.00000000e+00   6.30789576e-07
   330       1   0.00000000e+00   1.36493263e-01
   330       2   0.00000000e+00   1.38206880e-01
   330       3   0.00000000e+00   1.85034518e-06
   331       1   0.00000000e+00   1.35137574e-01
   331       2   0.00000000e+00   1.36798067e-01
   331       3   0.00000000e+00   4.24790049e-06
   332       1   0.00000000e+00   1.33751182e-01
   332       2   0.00000000e+00   1.35368256e-01
   332       3   0.00000000e+00   7.26898724e-07
   333       1   0.00000000e+00   1.32333976e-01
   333       2   0.00000000e+00   1.33904690e-01
   333       3   0.00000000e+00   1.10730930e-06
   334       1   0.00000000e+00   1.30887286e-01
   334       2   0.00000000e+00   1.32406407e-01
   334       3   0.00000000e+00   2.45156636e-07
   335       1   0.00000000e+00   1.29404531e-01
   335       2   0.00000000e+00   1.30882355e-01
   335       3   0.00000000e+00   1.26936928e-07
   336       1   0.00000000e+00   1.27902487e-01
   336       2   0.00000000e+00   1.29328580e-01
   336       3   0.00000000e+00   7.51274432e-08
   337       1   0.00000000e+00   1.26366190e-01
   337       2   0.00000000e+00   1.27750137e-01
   337       3   0.00000000e+00   6.36848565e-08
   338       1   0.00000000e+00   1.24812059e-01
   338       2   0.00000000e+00   1.26147142e-01
   338       3   0.00000000e+00   3.09536487e-07
   339       1   0.00000000e+00   1.23235714e-01
   339       2   0.00000000e+00   1.24525543e-01
   339       3   0.00000000e+00   8.09430158e-07
   340       1   0.00000000e+00   1.21647346e-01
   340       2   0.00000000e+00   1.22889312e-01
   340       3   0.00000000e+00   1.46220883e-07
   341       1   0.00000000e+00   1.20035924e-01
   341       2   0.00000000e+00   1.21234840e-01
   341       3   0.00000000e+00   1.94264741e-06
   342       1   0.00000000e+00   1.18415499e-01
   342       2   0.00000000e+00   1.19566148e-01
   342       3   0.00000000e+00   8.47963414e-07
   343       1   0.00000000e+00   1.16769349e-01
   343       2   0.00000000e+00   1.17881411e-01
   343       3   0.00000000e+00   3.31401548e-06
   344       1   0.00000000e+00   1.15112621e-01
   344       2   0.00000000e+00   1.16175957e-01
   344       3   0.00000000e+00   2.35019478e-06
   345       1   0.00000000e+00   1.13433815e-01
   345       2   0.00000000e+00   1.14458027e-01
   345       3   0.00000000e+00   2.73889529e-06
   346       1   0.00000000e+00   1.11745078e-01
   346       2   0.00000000e+00   1.12725305e-01
   346       3   0.00000000e+00   3.26779789e-06
   347       1   0.00000000e+00   1.10040272e-01
   347       2   0.00000000e+00   1.10979967e-01
   347       3   0.00000000e+00   6.57910056e-06
   348       1   0.00000000e+00   1.08321596e-01
   348       2   0.00000000e+00   1.09222867e-01
   348       3   0.00000000e+00   4.54570916e-07
   349       1   0.00000000e+00   1.06595898e-01
   349       2   0.00000000e+00   1.07454359e-01
   349       3   0.00000000e+00   8.96178057e-07
   350       1   0.00000000e+00   1.04853293e-01
   350       2   0.00000000e+00   1.05678662e-01
   350       3   0.00000000e+00   3.27971026e-07
   351       1   0.00000000e+00   1.03111165e-01
   351       2   0.00000000e+00   1.03893224e-01
   351       3   0.00000000e+00   2.24363630e-07
   352       1   0.00000000e+00   1.01349520e-01
   352       2   0.00000000e+00   1.02101061e-01
   352       3   0.00000000e+00   1.21545116e-06
   353       1   0.00000000e+00   9.95907793e-02
   353       2   0.00000000e+00   1.00300637e-01
   353       3   0.00000000e+00   1.06558284e-06
   354       1   0.00000000e+00   9.78074221e-02
   354       2   0.00000000e+00   9.84896419e-02
   354       3   0.00000000e+00   5.96346159e-07
   355       1   0.00000000e+00   9.60330597e-02
   355       2   0.00000000e+00   9.66716018e-02
   355       3   0.00000000e+00   1.49131281e-06
   356       1   0.00000000e+00   9.42422935e-02
   356       2   0.00000000e+00   9.48577559e-02
   356       3   0.00000000e+00   1.87775744e-06
   357       1   0.00000000e+00   9.24636903e-02
   357       2   0.00000000e+00   9.30389208e-02
   357       3   0.00000000e+00   7.23471396e-07
   358       1   0.00000000e+00   9.06679898e-02
   358       2   0.00000000e+00   9.12190464e-02
   358       3   0.00000000e+00   1.12396562e-07
   359       1   0.00000000e+00   8.88808729e-02
   359       2   0.00000000e+00   8.93966749e-02
   359       3   0.00000000e+00   1.19334817e-07
   360       1   0.00000000e+00   8.70843094e-02
   360       2   0.00000000e+00   8.75755319e-02
   360       3   0.00000000e+00   3.78470955e-07
   361       1   0.00000000e+00   8.52924195e-02
   361       2   0.00000000e+00   8.57526060e-02
